id,title_zh,title_en,title_jp,caption_zh,caption_en,caption_jp,category,posterImage,rarity,hidden,oracle,title_ru,caption_ru,title_es,caption_es,title_tc,caption_tc,series,,,,
362,血月,Blood Moon,血の月,不要出门，怪物会刷新的哟。,"Do not step outside, the monsters respawn tonight.",外に出ないで。今夜は怪物がリスポーンするよ。,quest,,legendary,,,Кровавая луна,Восходит кровавая луна. В ночном небе шевелится что-то странное.,Luna de Sangre,Se eleva una luna roja. Algo extraño se agita en el cielo nocturno.,血月,不要出門，怪物會刷新的喲。,,,,,
363,逛胡同,Strolling through Hutongs,胡同を歩く,透过门缝，我看到有人在门口支着锅做饭，有人捧着碗在看电视，有人在晾晒衣服。我好像就这样瞥见了他们人生的一瞬间，如此产生的交集，让我把目光收回，继续穿梭。,"Through the crack of a door, I saw someone cooking, someone holding a bowl while watching TV, someone hanging clothes. A fleeting glimpse into their lives, then I pulled my gaze back and kept walking.",扉の隙間から見えたのは、鍋をかけて料理する人、茶碗を手にテレビを見る人、洗濯物を干す人。人生の一瞬を覗き見て、視線を戻し、また路地を歩き続ける。,quest,,common,,,Прогуляться по хутунам,В хутунах узкие переулки хранят историю и шёпот прошлого.,Pasear por los Hutongs,"En los hutongs, la historia permanece en callejones estrechos y susurros antiguos.",逛胡同,透過門縫，我看到有人在門口支著鍋做飯，有人捧著碗在看電視，有人在晾曬衣服。我好像就這樣瞥見了他們人生的一瞬間，如此產生的交集，讓我把目光收回，繼續穿梭。,,,,,
364,捐款,Donation,寄付,索取，除了索取到的，别无他物；给予，除了给予出的，内心满盈。,To take is to be left with nothing but what you grabbed. To give is to leave with a heart that overflows.,取ることは、取ったものしか残らない。与えることは、心を満たす。,quest,,common,,,Сделать пожертвование,Дарить — значит делиться частью себя.,Hacer una Donación,Dar es compartir una parte de ti mismo.,捐款,索取，除了索取到的，別無他物；給予，除了給予出的，內心滿盈。,,,,,
365,献血,Blood Donation,献血,熊猫血、恐龙血、黄金血……也许听着很酷，但也有其苦衷。你是什么血型呢？,"Panda blood, dinosaur blood, golden blood… They sound rare and noble, but each has its burden. What is your blood type?",パンダ血、恐竜血、黄金血……響きは特別だけれど、その裏には苦労もある。あなたは何型？,quest,,common,,,Сдать кровь,Даже твоя кровь может стать надеждой для другого.,Donar Sangre,Incluso tu sangre puede convertirse en esperanza para alguien más.,獻血,熊貓血、恐龍血、黃金血……也許聽著很酷，但也有其苦衷。你是什麽血型呢？,,,,,
366,七年之痒,Seven-Year Itch,七年目の浮気,和伴侣跨过七年，也是从爱情向亲情跨过的七年。,Crossing seven years with a partner means crossing from romance into kinship.,パートナーと七年を越えることは、愛から親愛への七年を越えること。,life,,rare,,,Семилетний зуд,С партнером вы преодолели семь лет — это семь лет перехода от любви к родственным чувствам.,Picazón de los Siete Años,Con tu pareja superaste siete años — también siete años de pasar del amor al cariño familiar.,七年之癢,和伴侶跨過七年，也是從愛情向親情跨過的七年。,,,,,
367,银婚,Silver Anniversary,銀婚式,希望你有最好的状态，对方是爱人、是伴侣、是亲人。,"May you be in your best state, with your partner as lover, companion, and family.",最良の状態でいられるように。相手は恋人であり、伴侶であり、家族。,life,,rare,,,Серебряная свадьба,"Желаю тебе быть в наилучшей форме, а для него/неё быть и возлюбленным, и партнёром, и родным человеком.",Bodas de Plata,"Deseo que estés en tu mejor estado, y que para tu pareja seas amante, compañero y familia.",銀婚,希望你有最好的狀態，對方是愛人、是伴侶、是親人。,,,,,
368,金婚,Golden Anniversary,金婚式,此刻，言语是有其上限的。爱只需要通过眼神和握手就能传达。,"At this moment, words fall short. Love is exchanged in a look, in the grasp of a hand.",この瞬間、言葉には限界がある。愛は視線と握手で伝わる。,life,,legendary,,,Золотая свадьба,В этот момент слова имеют предел. Любовь можно передать только взглядом и рукопожатием.,Bodas de Oro,"En este momento, las palabras tienen un límite. El amor se transmite solo con la mirada y el apretón de manos.",金婚,此刻，言語是有其上限的。愛只需要通過眼神和握手就能傳達。,,,,,
369,白头偕老,Growing Old Together,白頭偕老,两个人都头发花白，又变得像小孩子，无忧无虑，牵手玩耍。,"Two heads of silver hair, becoming childlike again, carefree, hand in hand.",二人の髪は白くなり、また子供のように無邪気に。手を取り合って遊ぶ。,life,,legendary,,,Состариться вместе,"Оба поседели, снова стали как дети — беззаботные, веселые, держась за руки.",Envejecer Juntos,"Ambos con el cabello canoso, se vuelven como niños otra vez — despreocupados, tomados de la mano y jugando.",白頭偕老,兩個人都頭發花白，又變得像小孩子，無憂無慮，牽手玩耍。,,,,,
370,猫狗双全,Cats and Dogs,猫と犬,怀里抱着猫，脚边窝着狗。台灯打出一圈黄光，外面滴滴答答，沙发轻柔地把全身含住，不饿、不困、无所念想。,"A cat in your arms, a dog at your feet. The lamp glows warm, rain ticks outside, and the sofa gently holds you. Not hungry, not tired, spacing out.",腕には猫、足元には犬。ランプが黄色く光り、外では雨が滴り、ソファが全身を包む。空腹も眠気もなく、何も考えない時間。,life,,common,,,"И кошка, и собака","На коленях кошка, у ног свернулся пёс. Лампа отбрасывает теплый свет, за окном капает дождь. Диван нежно обнимает тело. Ни голода, ни усталости, ни мыслей.",Con Gato y Perro,"Un gato en los brazos, un perro a los pies. La lámpara proyecta un círculo cálido de luz, afuera gotea la lluvia, el sofá envuelve suavemente el cuerpo. Sin hambre, sin sueño, sin pensamientos.",貓狗雙全,懷裏抱著貓，腳邊窩著狗。臺燈打出一圈黃光，外面滴滴答答，沙發輕柔地把全身含住，不餓、不困、無所念想。,,,,,
371,小学毕业,Elementary School,小学校卒業,"小学的操场有青翠的草地，体育课结束后我会买一瓶水一饮而尽，留下一个空瓶子。
右手攥着瓶子，左手准备着，忽然间一个绿色的身影一闪，我左手一罩、一撇，一只小蚂蚱就进了我翁中，这足以我得意一个下午。","The playground grass was bright green. After PE I drank a bottle of water in one go. With the empty bottle in my right hand, I cupped my left, and caught a grasshopper. Enough to make me proud for the whole afternoon.",校庭の草は青々としていた。体育の後に一気に飲み干した水、空のボトルを右手に、左手でぱっと捕まえた小さなバッタ。その誇らしさで午後いっぱい過ごせた。,study,,common,,,Окончание начальной школы,"На школьном дворе зеленая трава. После физкультуры я покупал бутылку воды и залпом выпивал её, оставляя пустую. Вдруг прыгает зелёная кузнечиха — левая рука накрыла, и я хвастался этим весь день.",Graduación de Primaria,"En el patio de la primaria había césped verde. Después de educación física bebía de un trago una botella de agua, y con el envase vacío atrapaba saltamontes verdes. Con uno atrapado, me sentía orgulloso toda la tarde.",小學畢業,"小學的操場有青翠的草地，體育課結束後我會買一瓶水一飲而盡，留下一個空瓶子。
右手攥著瓶子，左手準備著，忽然間一個綠色的身影一閃，我左手一罩、一撇，一只小螞蚱就進了我翁中，這足以我得意一個下午。",,,,,
372,初中毕业,Middle School,中学校卒業,初中门口有烧烤摊、奶茶铺，我最喜欢的是一家卖凉粉的小贩，不同于平常看到的黑色凉粉，他们家卖的是透明的凉粉，口感更韧些。我会要一份，一边要求：“多加糖、多加蜜。”,"At the school gate were barbecue stands and milk tea shops. My favorite sold crystal-clear jelly instead of the usual black one. Chewier, sweeter. I always asked for extra sugar and honey.",校門前には焼き鳥やミルクティーの店。私は透明な涼粉を売る屋台が一番好きだった。黒いものよりコシがあり、甘さを増してもらうのが定番。,study,,common,,,Окончание средней школы,"У ворот средней школы стояли шашлычники, продавцы молочного чая. Моё любимое — прохладное желе у уличного торговца. Оно было прозрачным, упругим. Я всегда просил: «Больше сахара, больше мёда».",Graduación de Secundaria,"A la salida de la secundaria había puestos de brochetas y té con leche. Mi favorito era un vendedor de gelatina transparente, más elástica que la común. Yo pedía: “Más azúcar, más miel”.",初中畢業,初中門口有燒烤攤、奶茶鋪，我最喜歡的是一家賣涼粉的小販，不同於平常看到的黑色涼粉，他們家賣的是透明的涼粉，口感更韌些。我會要一份，一邊要求：「多加糖、多加蜜。」,,,,,
373,高中毕业,High School,高校卒業,高中总是吃不饱，一天吃了肠粉、烤生蚝、炒米粉、椰子鸡，喝了咖啡、奶茶也仍然还是饿。,"High school meant never being full. Rice noodles, oysters, steamed rolls, coconut chicken, coffee, milk tea—still hungry.",高校はいつも腹が減っていた。腸粉、焼き牡蠣、炒米粉、海南チキン、コーヒー、ミルクティーを食べても、まだ空腹。,study,,common,,,Окончание старшей школы,"В старшей школе я всегда был голоден. Ел всё подряд: рисовую лапшу, устрицы на гриле, курицу в кокосовом соусе, пил кофе и чай с молоком — но всё равно оставался голодным.",Graduación de Preparatoria,"En la preparatoria siempre tenía hambre. Comía arroz frito, ostras asadas, pollo con coco, bebía café y té con leche, pero aún seguía hambriento.",高中畢業,高中總是吃不飽，一天吃了腸粉、烤生蠔、炒米粉、椰子雞，喝了咖啡、奶茶也仍然還是餓。,,,,,
374,拳击,Boxing,ボクシング,卓别林在《城市之光》中的拳击比赛是我看过的最好看的拳击比赛。比Megalobox还好看。,Chaplin’s boxing match in City Lights was the best I’ve ever seen. Better than Megalobox.,チャップリンの『街の灯』のボクシング試合は、私が見た中で最高だった。『メガロボクス』より面白い。,sports,,common,,,Бокс,"Лучший боксёрский бой, который я видел, — это сцена из «Огней большого города» Чаплина. Даже лучше, чем Megalobox.",Boxeo,La mejor pelea de boxeo que vi fue en «Luces de la Ciudad» de Chaplin. Incluso mejor que Megalobox.,拳擊,卓別林在《城市之光》中的拳擊比賽是我看過的最好看的拳擊比賽。比Megalobox還好看。,,,,,
375,复古物件,Vintage Objects,レトロな品々,小的时候总是追求新，最新的球鞋、最新的游戏；长大之后总是追求旧，我看着满屋的旧物件，总是会幻想永远活在90年代的房间。,"As a child, I chased the new—shoes, games. As an adult, I chase the old—rooms filled with relics that make me dream of living forever in the 90s.",子供の頃は新しいものを追い、大人になると古いものを集める。部屋いっぱいの古道具を眺めながら、90年代の部屋に永遠に住みたいと夢想する。,life,,common,,,Винтажные вещи,"В детстве я гнался за новым — кроссовки, игры. Повзрослев, я стал тянуться к старому. Глядя на вещи из прошлого, я мечтаю вечно жить в комнате девяностых.",Objetos Retro,"De niño perseguía lo nuevo — tenis, videojuegos. De adulto persigo lo viejo. Rodeado de objetos retro, sueño con vivir siempre en un cuarto de los noventa.",復古物件,小的時候總是追求新，最新的球鞋、最新的遊戲；長大之後總是追求舊，我看著滿屋的舊物件，總是會幻想永遠活在90年代的房間。,,,,,
376,看雪,Watching Snow,雪を見る,很多人习以为常的景象，第一次看到却让我欢呼雀跃，在院子里躺着，任由雪花落在身上。,"What many find ordinary made me cheer like a child. Lying in the yard, snow falling onto me.",多くの人にとっては当たり前の景色も、初めての私は大喜び。庭に寝転び、雪が体に降り積もる。,quest,,common,,,Смотреть снег,"То, что для других привычно, впервые вызвало у меня восторг. Я лёг во дворе и позволил снегу падать на меня.",Ver la Nieve,"Lo que para muchos es común, para mí fue motivo de alegría. Me tumbé en el patio y dejé que la nieve cayera sobre mí.",看雪,很多人習以為常的景象，第一次看到卻讓我歡呼雀躍，在院子裏躺著，任由雪花落在身上。,,,,,
377,雨中唱歌,Singing in the Rain,雨の中で歌う,"似乎雨和歌天生就带有“浪漫”的气质，那么试试雨中唱歌吧。
——成就投稿自呈迹用户","Rain and sing are born romantic—try singing in the rain.
— Achievement shared by an Achiva user","雨と歌は生まれつきロマンチック。だから雨の中で歌ってみよう。
—— Achivaユーザーの投稿",quest,,common,,,Петь под дождём,"Дождь и песня будто рождены для романтики. Попробуй спеть под дождём.
—Достижение отправлено пользователем Achiva",Cantar bajo la Lluvia,"La lluvia y la música parecen nacer con un aire romántico. Intenta cantar bajo la lluvia.
—Logro enviado por un usuario de Achiva",雨中唱歌,"似乎雨和歌天生就帶有「浪漫」的氣質，那麽試試雨中唱歌吧。
——成就投稿自呈跡用戶",,,,,
378,种树,Planting a Tree,木を植える,"种树最好的时机一个是十年前，一个是现在。
——成就投稿自呈迹用户","The best time to plant a tree was ten years ago. The second best time is now.
— Achievement shared by an Achiva user","木を植える最良の時期は十年前。次に良いのは今。
—— Achivaユーザーの投稿",life,,rare,,,Посадить дерево,"Лучшее время посадить дерево было десять лет назад. Второе лучшее время — сейчас.
—Достижение отправлено пользователем Achiva",Plantar un Árbol,"El mejor momento para plantar un árbol fue hace diez años. El segundo mejor es ahora.
—Logro enviado por un usuario de Achiva",種樹,"種樹最好的時機一個是十年前，一個是現在。
——成就投稿自呈跡用戶",,,,,
379,中奖,Winning a Prize,当選,"不管是大奖还是小奖，不管是彩票还是大转盘，领奖时别忘了戴头套！
——成就投稿自呈迹用户","Whether a lottery or a spinning wheel, big or small, don’t forget to wear a mask when claiming the prize.
— Achievement shared by an Achiva user","宝くじでもガラポンでも、大賞でも小賞でも、受け取りにはマスクを忘れずに。
—— Achivaユーザーの投稿",life,,common,,,Выиграть приз,"Будь то крупный или мелкий выигрыш, не забудь надеть маску, когда идёшь за призом!
—Достижение отправлено пользователем Achiva",Ganar un Premio,"Sea un premio grande o pequeño, recuerda ponerte una máscara al recogerlo.
—Logro enviado por un usuario de Achiva",中獎,"不管是大獎還是小獎，不管是彩票還是大轉盤，領獎時別忘了戴頭套！
——成就投稿自呈跡用戶",,,,,
380,双人舞,Duo Dance,ペアダンス,毋需言语，只是眼神和透过肢体传达的意图，双方就能呼应。这种默契地连接，很难不让人遐想。,"No words needed. Eyes and bodies speak, and the two respond. Such a connection is hard not to dream about.",言葉はいらない。視線と体の動きが意図を伝え合い、呼応する。そのつながりは、夢を誘う。,skills,,common,,,Танец вдвоём,Без слов — лишь взгляд и движение тел. Такое взаимопонимание трудно не принять за романтику.,Baile en Pareja,"Sin palabras, solo miradas y movimientos. Esa conexión tácita es difícil de no interpretar como romance.",雙人舞,毋需言語，只是眼神和透過肢體傳達的意圖，雙方就能呼應。這種默契地連接，很難不讓人遐想。,,,,,
381,出国,Going Abroad,海外へ行く,出去看看吧，原来这个世界上有这么多文化、这么多语言、这么多风貌。有些时候文化并不需要理解，只是需要知道“这世界上确实有一群人是如此生活的”就足够开眼界了。,"Go see the world. Cultures, languages, landscapes. Sometimes you don’t need to understand—just knowing “this is how others live” opens your eyes.",外に出て世界を見てみよう。文化、言語、風景。理解は不要、ただ「そう生きている人がいる」と知るだけで視野が広がる。,life,,rare,,,Заграница,"Поезжай за границу и узнай: в мире столько культур, языков и обычаев. Порой достаточно просто знать, что другие так живут.",Viajar al Extranjero,"Sal y mira el mundo. Tantas culturas, lenguas y paisajes. A veces basta con saber que otros viven así.",出國,出去看看吧，原來這個世界上有這麽多文化、這麽多語言、這麽多風貌。有些時候文化並不需要理解，只是需要知道「這世界上確實有一群人是如此生活的」就足夠開眼界了。,,,,,
382,见证四季,Witnessing the Four Seasons,四季を見届ける,生活在热带气候的人或许很难想象这样一幅场景：春天的嫩芽，夏天的绿荫，秋天的枯叶，冬天的干枝。,"Spring buds, summer shade, autumn leaves, winter branches—those in the tropics can hardly imagine.",春の芽吹き、夏の木陰、秋の落葉、冬の枝。熱帯では想像しにくい景色。,life,,common,,,Свидетель четырёх сезонов,"Жители тропиков с трудом представляют: весенние побеги, летняя тень, осенние листья, зимние сухие ветви.",Testigo de las Cuatro Estaciones,"Para quienes viven en el trópico es difícil imaginar: brotes de primavera, sombra de verano, hojas de otoño, ramas desnudas en invierno.",見證四季,生活在熱帶氣候的人或許很難想象這樣一幅場景：春天的嫩芽，夏天的綠蔭，秋天的枯葉，冬天的幹枝。,,,,,
383,放风筝,Flying a Kite,凧揚げ,"你并不是在和自己放风筝，在一拉一扯中，是风在和你做游戏。
——成就投稿自呈迹用户","You’re not really flying a kite alone. In every tug and pull, the wind is playing with you.
— Achievement shared by an Achiva user","凧を飛ばしているのは自分だけではない。引いては返す、その遊び相手は風だ。
—— Achivaユーザーの投稿",skills,,common,,,Запускать воздушного змея,"Ты запускаешь змея, но на самом деле играешь с ветром.
—Достижение отправлено пользователем Achiva",Volar una Cometa,"No juegas solo con una cometa, sino con el viento.
—Logro enviado por un usuario de Achiva",放風箏,"你並不是在和自己放風箏，在一拉一扯中，是風在和你做遊戲。
——成就投稿自呈跡用戶",,,,,
384,在草坪上睡觉,Sleeping on the Lawn,芝生で寝る,"它并不舒服，刺刺的；它舒服极了，草坪是床，天是被。
——成就投稿自呈迹用户","It’s prickly, uncomfortable; It’s perfect: the grass is your bed, the sky your blanket.","チクチクして快適ではない。それでも芝生はベッド、空は毛布。
—— Achivaユーザーの投稿",quest,,common,,,Спать на лужайке,"На траве не очень удобно, колется. Но она и есть кровать, а небо — одеяло.
—Достижение отправлено пользователем Achiva",Dormir en el Césped,"No es cómodo, pincha. Pero también es cama, y el cielo, la manta.
—Logro enviado por un usuario de Achiva",在草坪上睡覺,"它並不舒服，刺刺的；它舒服極了，草坪是床，天是被。
——成就投稿自呈跡用戶",,,,,
385,洞穴探索,Cave Adventure,洞窟探検,"钻进洞穴会有一种安心感，就好像回家了一样。是的，就是回家了。
——成就投稿自呈迹用户","Crawling into a cave feels safe, like going home. Yes, home.
— Achievement shared by an Achiva user","洞窟に入ると安心する。まるで帰宅のように。そう、帰宅だ。
—— Achivaユーザーの投稿",sports,,rare,,,Исследовать пещеру,"Залезть в пещеру — и чувствуешь себя дома. Да, это возвращение домой.
—Достижение отправлено пользователем Achiva",Explorar una Cueva,"Entrar en una cueva da una sensación de paz, como si volvieras a casa.
—Logro enviado por un usuario de Achiva",洞穴探索,"鉆進洞穴會有一種安心感，就好像回家了一樣。是的，就是回家了。
——成就投稿自呈跡用戶",,,,,
386,千纸鹤,A Thousand Paper Cranes,千羽鶴,"温馨提示，灾区更需要生活物资。
——成就投稿自呈迹用户","Kind reminder: disaster zones need supplies rather than paper cranes.
— Achievement shared by an Achiva user","ひとこと、被災地には千羽鶴より生活物資を。
—— Achivaユーザーの投稿",skills,,common,,,Тысяча журавликов,"Напоминание: в зоне бедствия нужнее вещи первой необходимости.
—Достижение отправлено пользователем Achiva",Mil Grullas de Papel,"Aviso: en zonas de desastre se necesitan más los suministros básicos.
—Logro enviado por un usuario de Achiva",千紙鶴,"溫馨提示，災區更需要生活物資。
——成就投稿自呈跡用戶",,,,,
387,发呆,Spacing Out,ぼんやりする,"这是现代人最奢侈的活动。
——成就投稿自呈迹用户","This is the most luxurious act of the modern age.
— Achievement shared by an Achiva user","現代人にとって最も贅沢な行為。
—— Achivaユーザーの投稿",life,,common,,,Задуматься,"Это самая роскошная активность современного человека.
—Достижение отправлено пользователем Achiva",Quedarse en Blanco,"Esta es la actividad más lujosa de la vida moderna.
—Logro enviado por un usuario de Achiva",發呆,"這是現代人最奢侈的活動。
——成就投稿自呈跡用戶",,,,,
388,冥想,Meditation,瞑想,"冥想并不是毫无思绪，而是让思绪自由流淌，而自己仿佛是第三者观看思绪自由流淌，让它们穿过自己的身体。
——成就投稿自呈迹用户","Meditation is not emptiness. Thoughts flow, and you watch as if from outside, letting them pass through you.
— Achievement shared by an Achiva user","瞑想は無ではない。思考が自由に流れ、それを第三者のように眺め、体を通り抜けさせる。
—— Achivaユーザーの投稿",skills,,common,,,Медитация,"Медитация — это не пустота, а свободное течение мыслей, которые ты наблюдаешь со стороны.
—Достижение отправлено пользователем Achiva",Meditación,"Meditar no es vaciar la mente, sino dejar que fluya mientras la observas desde fuera.
—Logro enviado por un usuario de Achiva",冥想,"冥想並不是毫無思緒，而是讓思緒自由流淌，而自己仿佛是第三者觀看思緒自由流淌，讓它們穿過自己的身體。
——成就投稿自呈跡用戶",,,,,
389,说不,Saying No,ノーと言う,我知道你以为我会写”但是，我拒绝“，但是，我拒绝。,"I know you expect me to add “but I refuse.” But, I refuse.
",「だが、断る」と言うと思った？だが、断る。,life,,common,,,Сказать «нет»,"Я знаю, ты думал, что я напишу «но я согласен»... Но я отказываюсь.",Decir No,Sé que esperabas que dijera “pero acepto”… pero me niego.,說不,我知道你以為我會寫」但是，我拒絕「，但是，我拒絕。,,,,,
390,野餐,Picnic,ピクニック,"野餐不一定要有三明治、篮子、水果、野餐巾。只要席地而坐，也可以就是野餐。
——成就投稿自呈迹用户","Picnics don’t require sandwiches, baskets, fruit, or checkered cloth. Sit on the ground, and that’s a picnic too.
— Achievement shared by an Achiva user","ピクニックはサンドイッチやバスケット、果物やクロスがなくてもいい。地べたに座れば、それもピクニック。
—— Achivaユーザーの投稿",quest,,common,,,Пикник,"Пикник не обязан быть с корзиной, фруктами и пледом. Достаточно просто сесть на землю.
—Достижение отправлено пользователем Achiva",Picnic,"Un picnic no necesita sándwiches, canasta o mantel. Basta con sentarse en el suelo.
—Logro enviado por un usuario de Achiva",野餐,"野餐不一定要有三明治、籃子、水果、野餐巾。只要席地而坐，也可以就是野餐。
——成就投稿自呈跡用戶",,,,,
391,手语,Sign Language,手話,"感恩的心，感谢有你……大家都会的……对吧？
——成就投稿自呈迹用户","A grateful heart, thank you… everyone knows this one, right?
— Achievement shared by an Achiva user","「ありがとう、心から…」みんなが知っている手話だよね？
—— Achivaユーザーの投稿",skills,,rare,,,Язык жестов,"«Благодарю сердцем, спасибо тебе…» Все ведь знают жесты, правда?
—Достижение отправлено пользователем Achiva",Lengua de Señas,"«Gracias desde el corazón…» Todos saben este gesto, ¿verdad?
—Logro enviado por un usuario de Achiva",手語,"感恩的心，感謝有你……大家都會的……對吧？
——成就投稿自呈跡用戶",,,,,
392,一个人唱K,Karaoke Alone,ひとりカラオケ,"不必在角落里玩手机，不必点串烧，不必合唱。你可以坐着唱、站着唱、躺着唱、甚至不唱，从头唱到尾，破音、走调。
——成就投稿自呈迹用户","No phone hiding, no skewers, no duets. Sing sitting, standing, lying down—or not at all. From start to end, broken notes and off-key are welcome.
— Achievement shared by an Achiva user","スマホをいじらず、串焼きも合唱も不要。座っても立っても寝ても歌わなくてもいい。最初から最後まで、外しても音痴でも構わない。
—— Achivaユーザーの投稿",quest,,rare,,,Петь в караоке в одиночку,"Не обязательно сидеть в уголке с телефоном, не обязательно заказывать шашлыки, не обязательно петь вместе с кем-то. Можно сидеть и петь, стоять и петь, лежать и петь, или даже не петь вовсе, от начала до конца, фальшивя, сбиваясь с ритма.
—Достижение отправлено пользователем Achiva",Cantar solo en el karaoke,"No hace falta estar en un rincón con el teléfono, ni pedir brochetas, ni cantar en grupo. Puedes sentarte y cantar, pararte y cantar, acostarte y cantar, o incluso no cantar; de principio a fin, desafinando y rompiendo la voz.
—Logro enviado por un usuario de Achiva",一個人唱K,"不必在角落裏玩手機，不必點串燒，不必合唱。你可以坐著唱、站著唱、躺著唱、甚至不唱，從頭唱到尾，破音、走調。
——成就投稿自呈跡用戶",,,,,
393,赋闲,Layoff,余暇,人生难得几回闲？所谓赋闲，是“工作本位”的思想。事实上，在古希腊语中，“工作”的字面意思是“不在休闲”（A-scholía）。,"How many times can life afford true idleness? In Greek, “work” literally meant “not leisure.” (A-scholía)",人生に何度あるだろう、本当の余暇。ギリシャ語では「仕事」は文字通り「余暇がない」ことを意味した。（A-scholía）,career,,common,,,Безделье,Сколько раз в жизни удаётся отдохнуть? В греческом языке «работа» буквально значит «не отдых».,Tiempo Libre,"¿Cuántas veces en la vida se puede estar verdaderamente libre? En griego, “trabajo” significa literalmente “no descanso”.",賦閑,人生難得幾回閑？所謂賦閑，是「工作本位」的思想。事實上，在古希臘語中，「工作」的字面意思是「不在休閑」（A-scholía）。,,,,,
394,不咬指甲,No Nail Biting,爪を噛まない,"放松，别紧张，你会意识到其实你并不真正需要咬它。
——成就投稿自呈迹用户","Relax, don’t be tense. You’ll realize you never truly needed to bite them.
— Achievement shared by an Achiva user","リラックスして、緊張しないで。実は噛む必要なんてなかったと気づくだろう。
—— Achivaユーザーの投稿",quest,,common,,,Не грызть ногти,"Расслабься, и ты поймёшь: тебе вовсе не нужно грызть ногти.
—Достижение отправлено пользователем Achiva",No Morderse las Uñas,"Relájate y verás que no necesitas morderte las uñas.
—Logro enviado por un usuario de Achiva",不咬指甲,"放松，別緊張，你會意識到其實你並不真正需要咬它。
——成就投稿自呈跡用戶",,,,,
395,收集小猫的胡须,Collecting Cat Whiskers,猫のひげを集める,"不要剪掉它，但是如果它自然掉落了，那么收集起来吧！会有好运的。
——成就投稿自呈迹用户","Don’t cut them, but if they fall off naturally, gather them. They say good luck will follow.
— Achievement shared by an Achiva user","切ってはいけない。でも自然に抜け落ちたら集めてみよう。幸運が訪れるかもしれない。
—— Achivaユーザーの投稿",quest,,common,,,Собирать кошачьи усы,"Не отрезай их, но если кошачьи усы сами выпали.
—Достижение отправлено пользователем Achiva",Coleccionar Bigotes de Gato,"No las cortes, pero si los bigotes del gato caen solos, recógelos. Dan buena suerte.
—Logro enviado por un usuario de Achiva",收集小貓的胡須,"不要剪掉它，但是如果它自然掉落了，那麽收集起來吧！會有好運的。
——成就投稿自呈跡用戶",,,,,
396,主持学术会议,Hosting an Academic Conference,学会を主催する,"现在角色逆转了。
——成就投稿自呈迹用户","The roles are reversed now.
— Achievement shared by an Achiva user","今度は役割が逆になった。
—— Achivaユーザーの投稿",study,,rare,,,Вести научную конференцию,"Теперь роли поменялись.
—Достижение отправлено пользователем Achiva",Dirigir una Conferencia Académica,"Ahora el rol cambió: tú eres quien dirige la conferencia.
—Logro enviado por un usuario de Achiva",主持學術會議,"現在角色逆轉了。
——成就投稿自呈跡用戶",,,,,
397,钓到人生第一条鱼,Catching Your First Fish,人生で初めての魚を釣る,"不是鱼露，是鲈鱼喔。
——成就投稿自呈迹用户","I caught a sea bass! No, wait — it's at least a C+!
— Achievement shared by an Achiva user","スズキを釣り上げた！スズキじゃないよ！
—— Achivaユーザーの投稿",quest,,common,,,Поймать первую рыбу,"Это не соус, а настоящий окунь. Твоя первая рыба.
—Достижение отправлено пользователем Achiva",Atrapar tu Primer Pez,"No es salsa de pescado, es una lubina. Tu primer pez.
—Logro enviado por un usuario de Achiva",釣到人生第一條魚,"不是魚露，是鱸魚喔。
——成就投稿自呈跡用戶",,,,,
398,重逢,Reunion,再会,"佛说，前世500次的回眸才换来今生的擦肩而过。人间的相遇都是久别重逢。
——成就投稿自呈迹用户","Buddha said: five hundred glances in a past life are what bring a single encounter in this one. Every meeting is a reunion long delayed.
— Achievement shared by an Achiva user","仏は言う、前世で五百回振り返ったからこそ今生でのすれ違いがある。人との出会いはすべて久々の再会だ。
—— Achivaユーザーの投稿",life,,rare,,,Воссоединение,"Буддисты говорят: 500 взглядов в прошлой жизни дают встречу в этой. Каждая встреча.
—Достижение отправлено пользователем Achiva",Reencuentro,"Se dice que 500 miradas en una vida pasada permiten un encuentro en esta. Cada encuentro es un reencuentro.
—Logro enviado por un usuario de Achiva",重逢,"佛說，前世500次的回眸才換來今生的擦肩而過。人間的相遇都是久別重逢。
——成就投稿自呈跡用戶",,,,,
399,LudumDare58-Shenzhen,LudumDare58–Shenzhen,LudumDare58-Shenzhen,策划不会代码，只有天马行空的点子；美术只会Ai生图；程序之前只做过日式AVG。这，就是梦之队的雏形。,"The game designer can’t code, only imagine wildly. The artist relies on AI for images. The programmer once only made a Japanese AVG. This is how a dream team begins.",ゲームデザイナーはコードが書けず、ただ天馬行空の発想だけ。美術はAI画像生成頼み。プログラマーは昔AVGしか作ったことがない。これが夢のチームの始まりだ。,quest,,rare,TRUE,ludumdare,Ludum Dare 58 — Шэньчжэнь,"Геймдизайнер без кода, художник с ИИ-картинками, программист с опытом только в визуальных новеллах. Вот он — зародыш команды мечты.",Ludum Dare 58 — Shenzhen,"Un diseñador sin código, un artista con IA, un programador novato en novelas visuales. Así nace un equipo soñado.",LudumDare58-Shenzhen,策劃不會代碼，只有天馬行空的點子；美術只會Ai生圖；程序之前只做過日式AVG。這，就是夢之隊的雛形。,,,,,
